Applicant,FacilityType,Address,Status,FoodItems,Latitude,Longitude,Schedule
Quan Catering,Truck,1575 BURKE AVE,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7441784473757,-122.386715929759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Park's Catering,Truck,1570 BURKE AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7447521916164,-122.385679248721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Park's Catering,Truck,1555 BURKE AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.743713475368,-122.385964790036,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Park's Catering,Truck,1575 BURKE AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7441784473757,-122.386715929759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Natan's Catering,Truck,1580 BURKE AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7447521916164,-122.385679248721,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Curry Up Now,Truck,225 BUSH ST,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,37.7908384194517,-122.401160370299,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0021&ExportPDF=1&Filename=14MFF-0021_schedule.pdf
Quan Catering,Truck,50 CALIFORNIA ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7940531837329,-122.397347693326,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Kara's Cupcakes,Truck,100 CALIFORNIA ST,APPROVED,Cupcakes,37.7939490523224,-122.398061963646,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0010&ExportPDF=1&Filename=14MFF-0010_schedule.pdf
"Expresso Subito, LLC.",Truck,150 CALIFORNIA ST,APPROVED,Espresso Drinks,37.7936733815047,-122.398463509486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0019&ExportPDF=1&Filename=14MFF-0019_schedule.pdf
"VK Industries, Inc.",Truck,400 CALIFORNIA ST,APPROVED,Indian Street Food,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0014&ExportPDF=1&Filename=14MFF-0014_schedule.pdf
"Cupkates Bakery, LLC",Truck,430 CALIFORNIA ST,APPROVED,Cupcakes,37.7932622069231,-122.401789091363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0102&ExportPDF=1&Filename=14MFF-0102_schedule.pdf
Sanguchon,Truck,475 CALIFORNIA ST,APPROVED,Peruvian food,37.792346385148,-122.402385322794,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0086&ExportPDF=1&Filename=14MFF-0086_schedule.pdf
San Pancho's Tacos,Truck,1271 CAPITOL AVE,APPROVED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.7242977785276,-122.459377309548,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0089&ExportPDF=1&Filename=14MFF-0089_schedule.pdf
May Sun Kitchen,Truck,1420 CARROLL AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7235768564887,-122.390059101399,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Natan's Catering,Truck,Assessors Block 4315/Lot03008,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Quan Catering,Truck,1301 CESAR CHAVEZ ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7492558595291,-122.390975379577,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
Quan Catering,Truck,2190 CESAR CHAVEZ ST,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,37.7502368847791,-122.397818031719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0068&ExportPDF=1&Filename=14MFF-0068_schedule.pdf
May Catering,Truck,2400 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.749916469391,-122.401130112212,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,2300 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7499452857571,-122.400420884438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Mike's Catering,Truck,2323 CESAR CHAVEZ ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7488013777145,-122.400552458785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Mike's Catering,Truck,2200 CESAR CHAVEZ ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7500488259704,-122.399672059709,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Park's Catering,Truck,2323 CESAR CHAVEZ ST,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7488013777145,-122.400552458785,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
May Sun Kitchen,Truck,2150 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7502368847791,-122.397818031719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Catering,Truck,2501 CESAR CHAVEZ ST,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7489792411554,-122.402409234561,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,Assessors Block 8711/Lot023,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7740748410583,-122.390668458146,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
May Catering,Truck,Assessors Block 3810/Lot008,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.772039113525,-122.395974631586,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Mike's Catering,Truck,435 CHINA BASIN ST,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Mike's Catering,Truck,Assessors Block 8720/Lot009,APPROVED,Cold Truck: packaged sandwiches: snacks: candy: hot and cold drinks,37.7721522432444,-122.387742984116,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0053&ExportPDF=1&Filename=14MFF-0053_schedule.pdf
Two G's Catering,Truck,435 CHINA BASIN ST,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0104&ExportPDF=1&Filename=14MFF-0104_schedule.pdf
Paradise Catering,Truck,19 CLEMENTINA ST,APPROVED,Cold Truck: Sandwiches: snacks: prepackaged items: beverages:,37.787157744174,-122.395447605152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0024&ExportPDF=1&Filename=14MFF-0024_schedule.pdf
Natan's Catering,Truck,146 CONNECTICUT ST,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7644472955619,-122.397987371508,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
Golden Catering,Truck,601 CRESCENT AVE,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,37.7350052991284,-122.415417409745,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0072&ExportPDF=1&Filename=14MFF-0072_schedule.pdf
Park's Catering,Truck,1650 DAVIDSON AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7467113030403,-122.392150319453,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Cheese Gone Wild,Truck,,APPROVED,Grilled Cheese Sandwiches,37.7982529941715,-122.399171569524,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0035&ExportPDF=1&Filename=14MFF-0035_schedule.pdf
Linda's Catering,Truck,999 DIVISADERO ST,APPROVED,Hot Dogs: Hamburgers: Nachos: Steaks: Pastas: Asian Dishes: Tri-Tip Sandwiches: Sodas & Water,37.778384300969,-122.438782388567,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0013&ExportPDF=1&Filename=14MFF-0013_schedule.pdf
Daniel's Catering,Truck,2001 MARKET ST,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,37.7683202495106,-122.427110643955,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf
May Sun Kitchen,Truck,1347 DONNER AVE,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7214508397335,-122.389353445076,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Singh Brothers Ice Cream,Truck,1475 DONNER AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7227936887593,-122.391719666472,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Paul's Catering,Truck,1475 CARROLL AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7232598663241,-122.391172885969,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Paul's Catering,Truck,1450 DONNER AVE,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7230565093389,-122.391111940642,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
May Catering,Truck,1600 DONNER AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7240091065402,-122.392986782578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
"Covered Dish Productions, LLC. dba. The Rib Whip",Truck,253 DRUMM ST,APPROVED,St. Louis Style Ribs: Pulled Pork Sandwich: Smoked Brisket: Smoked Chicken Drumsticks: Spinach Salad: Cole Slaw: Baked Beans: Mashed Potatoes: Grilled Asparagus: Mac & Cheese: Potato Salad: Buttermil Pie: Soda: Water,37.7961233802521,-122.397273204338,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0057&ExportPDF=1&Filename=14MFF-0057_schedule.pdf
Curry Up Now,Truck,370 DRUMM ST,APPROVED,Chicken Tiki Masala Burritos: Paneer Tiki Masala Burritos: Samosas: Mango Lassi,37.7969137124835,-122.396650675264,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0021&ExportPDF=1&Filename=14MFF-0021_schedule.pdf
May Sun Kitchen,Truck,1346 EDDY ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7818671175741,-122.429885247603,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
Bach Catering,Truck,1785 EGBERT AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.7260861706723,-122.398332406177,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
Bach Catering,Truck,1828 EGBERT AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.7275936019207,-122.400117226063,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
Bach Catering,Truck,1843 EGBERT AVE,APPROVED,Cold Truck: Cheeseburgers: Burgers: Chicken Bake: Chili Dogs: Hot Dogs: Corn Dogs: Cup of Noodles: Egg Muffins: Tamales: Hot Sandwiches Quesadillas: Gatorade: Juice: Soda: Mikl: Coffee: Hot Cocoa: Hot Tea: Flan: Fruits: Fruit Salad: Yogurt: Candy: Chips:  Donuts: Cookies: Granola: Muffins & Various Drinks & Pre-Packaged Snacks.,37.7271654734939,-122.401093930725,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0034&ExportPDF=1&Filename=14MFF-0034_schedule.pdf
"VK Industries, Inc.",Truck,34 ELLIS ST,APPROVED,Indian Street Food,37.7875651653788,-122.40959283348,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0014&ExportPDF=1&Filename=14MFF-0014_schedule.pdf
Senor Sisig,Truck,120 ELLIS ST,APPROVED,Filipino fusion food: taco: burrito: nachos: rice plates,37.7856100863691,-122.408154764345,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0006&ExportPDF=1&Filename=14MFF-0006_schedule.pdf
May Sun Kitchen,Truck,368 ELM ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7813800275549,-122.423143845506,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
May Catering,Truck,1059 EVANS AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7365721824187,-122.378209667202,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
F & C Catering,Truck,1000 EVANS AVE,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7377268665958,-122.376572914573,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Park's Catering,Truck,1000 EVANS AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7377268665958,-122.376572914573,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
F & C Catering,Truck,1550 EVANS AVE,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.7429898747753,-122.386773267176,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf
Park's Catering,Truck,1801 EVANS AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.7445911950917,-122.393076880858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Natan's Catering,Truck,1801 EVANS AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7445911950917,-122.393076880858,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,2090 EVANS AVE,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.7479549645678,-122.395797384916,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Eva's Catering,Truck,2045 EVANS AVE,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.7477720916075,-122.397031718978,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf
Park's Catering,Truck,2020 EVANS AVE,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf
Natan's Catering,Truck,2045 EVANS AVE,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.7477720916075,-122.397031718978,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf
May Catering,Truck,150 EXECUTIVE PARK BLVD,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.710837931141,-122.393543363013,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf
Golden Catering,Truck,101 EXECUTIVE PARK BLVD,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0072&ExportPDF=1&Filename=14MFF-0072_schedule.pdf
Golden Catering,Truck,301 EXECUTIVE PARK BLVD,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,37.7116322811949,-122.390016333636,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0072&ExportPDF=1&Filename=14MFF-0072_schedule.pdf
"Casey's Pizza, LLC",Truck,368 FELL ST,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,37.7760487080922,-122.423939211172,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0071&ExportPDF=1&Filename=14MFF-0071_schedule.pdf
Paul's Catering,Truck,1377 FELL ST,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,37.7732879404704,-122.440032316635,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0098&ExportPDF=1&Filename=14MFF-0098_schedule.pdf
Singh Brothers Ice Cream,Truck,1104 FITZGERALD AVE,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7201747226493,-122.389407114342,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf
Fins on the Hoof / Saveurs,Truck,201 ALABAMA ST,APPROVED,Seafood: meats and desserts,37.767797843619,-122.412096318861,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0064&ExportPDF=1&Filename=14MFF-0064_schedule.pdf
GOZA GOZA TACO,Truck,1501 FOLSOM ST,APPROVED,Tacos: burritos: soda & juice,37.7715867026703,-122.414007043024,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0097&ExportPDF=1&Filename=14MFF-0097_schedule.pdf
Mini Mobile Food Catering,Truck,1690 FOLSOM ST,APPROVED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,37.7701375805015,-122.415983402804,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0059&ExportPDF=1&Filename=14MFF-0059_schedule.pdf
May Sun Kitchen,Truck,1750 FOLSOM ST,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7689035205665,-122.415981174601,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf
